category,time_stamp,job_id,user_id,state,procs,duration,datetime,derived
ActiveJob,2018-06-14 15:28:35,20842303,vsc32267,Running,20,2666,2018-06-14 15:28:23,2678.0
ActiveJob,2018-06-14 15:28:35,20842304,vsc32267,Running,20,2666,2018-06-14 15:28:23,2678.0
ActiveJob,2018-06-14 15:28:35,20841831,vsc32205,Running,40,1187,2018-06-13 15:48:44,86378.0
ActiveJob,2018-06-14 15:28:35,20842237,vsc32397,Running,80,1349,2018-06-14 13:51:26,7178.0
ActiveJob,2018-06-14 15:28:35,20842328,vsc31717,Running,40,3006,2018-06-14 15:19:03,3578.0
ActiveJob,2018-06-14 15:28:35,20841860,vsc31909,Running,20,4193,2018-06-13 16:39:50,86318.0
ActiveJob,2018-06-14 15:28:35,20840775,vsc32000,Running,20,5840,2018-06-11 17:06:17,259178.0
ActiveJob,2018-06-14 15:28:35,20842249,vsc31274,Running,20,7340,2018-06-14 13:03:44,16031.0
ActiveJob,2018-06-14 15:28:35,20842153,vsc32098,Running,1,9985,2018-06-14 10:15:22,28778.0
ActiveJob,2018-06-14 15:28:35,20842156,vsc32098,Running,1,9985,2018-06-14 10:15:22,28778.0
ActiveJob,2018-06-14 15:28:35,20841928,vsc31921,Running,20,10722,2018-06-13 18:27:39,86378.0
ActiveJob,2018-06-14 15:28:35,20842225,vsc30912,Running,80,12737,2018-06-14 15:01:14,14378.0
ActiveJob,2018-06-14 15:28:35,20841861,vsc31909,Running,20,17198,2018-06-13 20:16:35,86318.0
ActiveJob,2018-06-14 15:28:35,20842190,vsc31821,Running,20,20785,2018-06-14 11:15:22,35978.0
ActiveJob,2018-06-14 15:28:35,20842191,vsc31821,Running,20,21025,2018-06-14 11:19:22,35978.0
ActiveJob,2018-06-14 15:28:35,20841862,vsc31909,Running,20,22104,2018-06-13 21:38:21,86318.0
ActiveJob,2018-06-14 15:28:35,20842026,vsc31909,Running,20,26007,2018-06-13 22:43:24,86318.0
ActiveJob,2018-06-14 15:28:35,20842178,vsc31051,Running,2,31145,2018-06-14 14:08:02,35978.0
ActiveJob,2018-06-14 15:28:35,20841658,vsc32213,Running,80,32508,2018-06-14 00:30:47,86376.0
ActiveJob,2018-06-14 15:28:35,20842033,vsc30760,Running,1,34304,2018-06-14 01:00:41,86378.0
ActiveJob,2018-06-14 15:28:35,20842032,vsc30760,Running,1,34304,2018-06-14 01:00:41,86378.0
ActiveJob,2018-06-14 15:28:35,20841659,vsc32213,Running,80,35420,2018-06-14 01:19:19,86376.0
ActiveJob,2018-06-14 15:28:35,20841035,vsc32255,Running,1,36512,2018-06-12 01:37:29,259178.0
ActiveJob,2018-06-14 15:28:35,20841661,vsc32213,Running,80,38409,2018-06-14 02:09:08,86376.0
ActiveJob,2018-06-14 15:28:35,20841667,vsc32213,Running,80,39070,2018-06-14 02:20:09,86376.0
ActiveJob,2018-06-14 15:28:35,20841668,vsc32213,Running,80,42299,2018-06-14 03:13:58,86376.0
ActiveJob,2018-06-14 15:28:35,20841670,vsc32213,Running,80,42341,2018-06-14 03:14:40,86376.0
ActiveJob,2018-06-14 15:28:35,20842005,vsc30141,Running,20,44531,2018-06-13 21:51:08,107978.0
ActiveJob,2018-06-14 15:28:35,30028140,vsc32099,Running,100,45491,2018-05-29 12:07:08,1439978.0
ActiveJob,2018-06-14 15:28:35,20839819,vsc30760,Running,20,50249,2018-06-08 23:26:26,539978.0
ActiveJob,2018-06-14 15:28:35,20839820,vsc30760,Running,20,50621,2018-06-08 23:32:38,539978.0
ActiveJob,2018-06-14 15:28:35,20841978,vsc32213,Running,80,55206,2018-06-14 06:49:05,86376.0
ActiveJob,2018-06-14 15:28:35,20841979,vsc32213,Running,80,57653,2018-06-14 07:29:52,86376.0
ActiveJob,2018-06-14 15:28:35,20841981,vsc32213,Running,80,61096,2018-06-14 08:27:15,86376.0
ActiveJob,2018-06-14 15:28:35,20842149,vsc32386,Running,20,66068,2018-06-14 09:50:05,86378.0
ActiveJob,2018-06-14 15:28:35,20842050,vsc31011,Running,60,66068,2018-06-14 09:50:05,86378.0
ActiveJob,2018-06-14 15:28:35,20842165,vsc32093,Running,180,66149,2018-06-14 13:51:26,71978.0
ActiveJob,2018-06-14 15:28:35,20842273,vsc31383,Running,20,66384,2018-06-14 13:55:21,71978.0
ActiveJob,2018-06-14 15:28:35,20840458,vsc32342,Running,20,66938,2018-06-11 10:04:35,345578.0
ActiveJob,2018-06-14 15:28:35,20840459,vsc32342,Running,20,67465,2018-06-11 10:13:22,345578.0
ActiveJob,2018-06-14 15:28:35,20842275,vsc31383,Running,20,67816,2018-06-14 14:19:13,71978.0
ActiveJob,2018-06-14 15:28:35,20841546,vsc30141,Running,80,67987,2018-06-13 18:22:04,143978.0
ActiveJob,2018-06-14 15:28:35,20842231,vsc32242,Running,1,68056,2018-06-14 14:19:13,72218.0
ActiveJob,2018-06-14 15:28:35,20840460,vsc32342,Running,20,68191,2018-06-11 10:25:28,345578.0
ActiveJob,2018-06-14 15:28:35,20840461,vsc32342,Running,20,68602,2018-06-11 10:32:19,345578.0
ActiveJob,2018-06-14 15:28:35,20840462,vsc32342,Running,20,68602,2018-06-11 10:32:19,345578.0
ActiveJob,2018-06-14 15:28:35,20840463,vsc32342,Running,20,68645,2018-06-11 10:33:02,345578.0
ActiveJob,2018-06-14 15:28:35,30028276,vsc31815,Running,10,68738,2018-06-13 10:34:35,172778.0
ActiveJob,2018-06-14 15:28:35,30028277,vsc31815,Running,10,68802,2018-06-13 10:35:39,172778.0
ActiveJob,2018-06-14 15:28:35,20842151,vsc31909,Running,20,69072,2018-06-14 10:41:09,86318.0
ActiveJob,2018-06-14 15:28:35,20840464,vsc32342,Running,20,69645,2018-06-11 10:49:42,345578.0
ActiveJob,2018-06-14 15:28:35,20841982,vsc32213,Running,80,70500,2018-06-14 11:03:59,86376.0
ActiveJob,2018-06-14 15:28:35,20841624,vsc31242,Running,20,71287,2018-06-13 11:17:04,172778.0
ActiveJob,2018-06-14 15:28:35,20840465,vsc32342,Running,20,71476,2018-06-11 11:20:13,345578.0
ActiveJob,2018-06-14 15:28:35,20842203,vsc31041,Running,20,71977,2018-06-14 11:29:34,86318.0
ActiveJob,2018-06-14 15:28:35,20841983,vsc32213,Running,80,72035,2018-06-14 11:29:34,86376.0
ActiveJob,2018-06-14 15:28:35,20842206,vsc31821,Running,20,72522,2018-06-14 11:37:39,86378.0
ActiveJob,2018-06-14 15:28:35,20842207,vsc31821,Running,20,72738,2018-06-14 11:41:15,86378.0
ActiveJob,2018-06-14 15:28:35,20841984,vsc32213,Running,80,73238,2018-06-14 11:49:37,86376.0
ActiveJob,2018-06-14 15:28:35,20840467,vsc32342,Running,20,73379,2018-06-11 11:51:56,345578.0
ActiveJob,2018-06-14 15:28:35,20840468,vsc32342,Running,20,73479,2018-06-11 11:53:36,345578.0
ActiveJob,2018-06-14 15:28:35,20842209,vsc31821,Running,20,74146,2018-06-14 12:04:43,86378.0
ActiveJob,2018-06-14 15:28:35,20842210,vsc31821,Running,20,74386,2018-06-14 12:08:43,86378.0
ActiveJob,2018-06-14 15:28:35,20842045,vsc30141,Running,20,77809,2018-06-14 07:05:46,107978.0
ActiveJob,2018-06-14 15:28:35,20842211,vsc31821,Running,20,77934,2018-06-14 13:07:51,86378.0
ActiveJob,2018-06-14 15:28:35,20842192,vsc31483,Running,20,82723,2018-06-14 14:27:40,86378.0
