category,time_stamp,job_id,user_id,state,procs,duration,datetime,derived
ActiveJob,2018-06-14 16:38:36,20841860,vsc31909,Running,20,7,2018-06-13 16:39:50,86333.0
ActiveJob,2018-06-14 16:38:36,20842367,vsc30627,Running,20,607,2018-06-14 16:19:04,1779.0
ActiveJob,2018-06-14 16:38:36,20840775,vsc32000,Running,20,1640,2018-06-11 17:06:17,259179.0
ActiveJob,2018-06-14 16:38:36,20842249,vsc31274,Running,20,3140,2018-06-14 13:03:44,16032.0
ActiveJob,2018-06-14 16:38:36,20842243,vsc31366,Running,160,3266,2018-06-14 15:33:23,7179.0
ActiveJob,2018-06-14 16:38:36,20842225,vsc30912,Running,80,8537,2018-06-14 15:01:14,14379.0
ActiveJob,2018-06-14 16:38:36,20841861,vsc31909,Running,20,12998,2018-06-13 20:16:35,86319.0
ActiveJob,2018-06-14 16:38:36,20842190,vsc31821,Running,20,16585,2018-06-14 11:15:22,35979.0
ActiveJob,2018-06-14 16:38:36,20842191,vsc31821,Running,20,16825,2018-06-14 11:19:22,35979.0
ActiveJob,2018-06-14 16:38:36,20842354,vsc32371,Running,40,16886,2018-06-14 16:20:23,17979.0
ActiveJob,2018-06-14 16:38:36,20841862,vsc31909,Running,20,17904,2018-06-13 21:38:21,86319.0
ActiveJob,2018-06-14 16:38:36,20842026,vsc31909,Running,20,21807,2018-06-13 22:43:24,86319.0
ActiveJob,2018-06-14 16:38:36,20842331,vsc32384,Running,20,25475,2018-06-14 15:43:32,28779.0
ActiveJob,2018-06-14 16:38:36,20842178,vsc31051,Running,2,26945,2018-06-14 14:08:02,35979.0
ActiveJob,2018-06-14 16:38:36,20841658,vsc32213,Running,80,28308,2018-06-14 00:30:47,86377.0
ActiveJob,2018-06-14 16:38:36,20842033,vsc30760,Running,1,30104,2018-06-14 01:00:41,86379.0
ActiveJob,2018-06-14 16:38:36,20842032,vsc30760,Running,1,30104,2018-06-14 01:00:41,86379.0
ActiveJob,2018-06-14 16:38:36,20841659,vsc32213,Running,80,31220,2018-06-14 01:19:19,86377.0
ActiveJob,2018-06-14 16:38:36,20841035,vsc32255,Running,1,32312,2018-06-12 01:37:29,259179.0
ActiveJob,2018-06-14 16:38:36,20841661,vsc32213,Running,80,34209,2018-06-14 02:09:08,86377.0
ActiveJob,2018-06-14 16:38:36,20841667,vsc32213,Running,80,34870,2018-06-14 02:20:09,86377.0
ActiveJob,2018-06-14 16:38:36,20841668,vsc32213,Running,80,38099,2018-06-14 03:13:58,86377.0
ActiveJob,2018-06-14 16:38:36,20841670,vsc32213,Running,80,38141,2018-06-14 03:14:40,86377.0
ActiveJob,2018-06-14 16:38:36,20842005,vsc30141,Running,20,40331,2018-06-13 21:51:08,107979.0
ActiveJob,2018-06-14 16:38:36,30028140,vsc32099,Running,100,41291,2018-05-29 12:07:08,1439979.0
ActiveJob,2018-06-14 16:38:36,20839819,vsc30760,Running,20,46049,2018-06-08 23:26:26,539979.0
ActiveJob,2018-06-14 16:38:36,20839820,vsc30760,Running,20,46421,2018-06-08 23:32:38,539979.0
ActiveJob,2018-06-14 16:38:36,20841978,vsc32213,Running,80,51006,2018-06-14 06:49:05,86377.0
ActiveJob,2018-06-14 16:38:36,20841979,vsc32213,Running,80,53453,2018-06-14 07:29:52,86377.0
ActiveJob,2018-06-14 16:38:36,20841981,vsc32213,Running,80,56896,2018-06-14 08:27:15,86377.0
ActiveJob,2018-06-14 16:38:36,20842149,vsc32386,Running,20,61868,2018-06-14 09:50:05,86379.0
ActiveJob,2018-06-14 16:38:36,20842165,vsc32093,Running,180,61949,2018-06-14 13:51:26,71979.0
ActiveJob,2018-06-14 16:38:36,20842273,vsc31383,Running,20,62184,2018-06-14 13:55:21,71979.0
ActiveJob,2018-06-14 16:38:36,20840458,vsc32342,Running,20,62738,2018-06-11 10:04:35,345579.0
ActiveJob,2018-06-14 16:38:36,20840459,vsc32342,Running,20,63265,2018-06-11 10:13:22,345579.0
ActiveJob,2018-06-14 16:38:36,20842275,vsc31383,Running,20,63616,2018-06-14 14:19:13,71979.0
ActiveJob,2018-06-14 16:38:36,20841546,vsc30141,Running,80,63787,2018-06-13 18:22:04,143979.0
ActiveJob,2018-06-14 16:38:36,20842231,vsc32242,Running,1,63856,2018-06-14 14:19:13,72219.0
ActiveJob,2018-06-14 16:38:36,20840460,vsc32342,Running,20,63991,2018-06-11 10:25:28,345579.0
ActiveJob,2018-06-14 16:38:36,20840461,vsc32342,Running,20,64402,2018-06-11 10:32:19,345579.0
ActiveJob,2018-06-14 16:38:36,20840462,vsc32342,Running,20,64402,2018-06-11 10:32:19,345579.0
ActiveJob,2018-06-14 16:38:36,20840463,vsc32342,Running,20,64445,2018-06-11 10:33:02,345579.0
ActiveJob,2018-06-14 16:38:36,30028276,vsc31815,Running,10,64538,2018-06-13 10:34:35,172779.0
ActiveJob,2018-06-14 16:38:36,30028277,vsc31815,Running,10,64602,2018-06-13 10:35:39,172779.0
ActiveJob,2018-06-14 16:38:36,20842151,vsc31909,Running,20,64872,2018-06-14 10:41:09,86319.0
ActiveJob,2018-06-14 16:38:36,20840464,vsc32342,Running,20,65445,2018-06-11 10:49:42,345579.0
ActiveJob,2018-06-14 16:38:36,20841982,vsc32213,Running,80,66300,2018-06-14 11:03:59,86377.0
ActiveJob,2018-06-14 16:38:36,20841624,vsc31242,Running,20,67087,2018-06-13 11:17:04,172779.0
ActiveJob,2018-06-14 16:38:36,20840465,vsc32342,Running,20,67276,2018-06-11 11:20:13,345579.0
ActiveJob,2018-06-14 16:38:36,20842203,vsc31041,Running,20,67777,2018-06-14 11:29:34,86319.0
ActiveJob,2018-06-14 16:38:36,20841983,vsc32213,Running,80,67835,2018-06-14 11:29:34,86377.0
ActiveJob,2018-06-14 16:38:36,20842206,vsc31821,Running,20,68322,2018-06-14 11:37:39,86379.0
ActiveJob,2018-06-14 16:38:36,20842207,vsc31821,Running,20,68538,2018-06-14 11:41:15,86379.0
ActiveJob,2018-06-14 16:38:36,20841984,vsc32213,Running,80,69038,2018-06-14 11:49:37,86377.0
ActiveJob,2018-06-14 16:38:36,20840467,vsc32342,Running,20,69179,2018-06-11 11:51:56,345579.0
ActiveJob,2018-06-14 16:38:36,20840468,vsc32342,Running,20,69279,2018-06-11 11:53:36,345579.0
ActiveJob,2018-06-14 16:38:36,20842209,vsc31821,Running,20,69946,2018-06-14 12:04:43,86379.0
ActiveJob,2018-06-14 16:38:36,20842210,vsc31821,Running,20,70186,2018-06-14 12:08:43,86379.0
