category,time_stamp,job_id,user_id,state,procs,duration,datetime,derived
ActiveJob,2018-06-14 11:58:31,20841714,vsc30777,Running,96,79153,2018-06-14 11:58:07,79177.0
ActiveJob,2018-06-14 11:58:31,20840491,vsc31645,Running,24,1448,2018-06-11 12:23:02,259177.0
ActiveJob,2018-06-14 11:58:31,20842222,vsc41276,Running,1,3043,2018-06-14 11:49:37,3577.0
ActiveJob,2018-06-14 11:58:31,30028271,vsc31815,Running,10,5197,2018-06-12 13:25:31,172777.0
ActiveJob,2018-06-14 11:58:31,20842023,vsc31366,Running,160,6141,2018-06-14 11:41:15,7177.0
ActiveJob,2018-06-14 11:58:31,20840604,vsc32255,Running,1,8609,2018-06-11 14:22:23,259177.0
ActiveJob,2018-06-14 11:58:31,20838386,vsc30668,Running,12,9449,2018-06-07 14:36:23,604777.0
ActiveJob,2018-06-14 11:58:31,20842155,vsc31051,Running,2,11176,2018-06-14 10:05:10,17977.0
ActiveJob,2018-06-14 11:58:31,20841831,vsc32205,Running,40,13790,2018-06-13 15:48:44,86377.0
ActiveJob,2018-06-14 11:58:31,20841860,vsc31909,Running,20,16796,2018-06-13 16:39:50,86317.0
ActiveJob,2018-06-14 11:58:31,20840775,vsc32000,Running,20,18443,2018-06-11 17:06:17,259177.0
ActiveJob,2018-06-14 11:58:31,20842153,vsc32098,Running,1,22588,2018-06-14 10:15:22,28777.0
ActiveJob,2018-06-14 11:58:31,20842156,vsc32098,Running,1,22588,2018-06-14 10:15:22,28777.0
ActiveJob,2018-06-14 11:58:31,20841928,vsc31921,Running,20,23325,2018-06-13 18:27:39,86377.0
ActiveJob,2018-06-14 11:58:31,20841861,vsc31909,Running,20,29801,2018-06-13 20:16:35,86317.0
ActiveJob,2018-06-14 11:58:31,20842190,vsc31821,Running,20,33388,2018-06-14 11:15:22,35977.0
ActiveJob,2018-06-14 11:58:31,20842191,vsc31821,Running,20,33628,2018-06-14 11:19:22,35977.0
ActiveJob,2018-06-14 11:58:31,20841862,vsc31909,Running,20,34707,2018-06-13 21:38:21,86317.0
ActiveJob,2018-06-14 11:58:31,20842026,vsc31909,Running,20,38610,2018-06-13 22:43:24,86317.0
ActiveJob,2018-06-14 11:58:31,20841658,vsc32213,Running,80,45111,2018-06-14 00:30:47,86375.0
ActiveJob,2018-06-14 11:58:31,20842033,vsc30760,Running,1,46907,2018-06-14 01:00:41,86377.0
ActiveJob,2018-06-14 11:58:31,20842032,vsc30760,Running,1,46907,2018-06-14 01:00:41,86377.0
ActiveJob,2018-06-14 11:58:31,20841659,vsc32213,Running,80,48023,2018-06-14 01:19:19,86375.0
ActiveJob,2018-06-14 11:58:31,20841035,vsc32255,Running,1,49115,2018-06-12 01:37:29,259177.0
ActiveJob,2018-06-14 11:58:31,20841661,vsc32213,Running,80,51012,2018-06-14 02:09:08,86375.0
ActiveJob,2018-06-14 11:58:31,20841667,vsc32213,Running,80,51673,2018-06-14 02:20:09,86375.0
ActiveJob,2018-06-14 11:58:31,20842163,vsc31934,Running,40,52123,2018-06-14 10:57:37,55777.0
ActiveJob,2018-06-14 11:58:31,20841668,vsc32213,Running,80,54902,2018-06-14 03:13:58,86375.0
ActiveJob,2018-06-14 11:58:31,20841670,vsc32213,Running,80,54944,2018-06-14 03:14:40,86375.0
ActiveJob,2018-06-14 11:58:31,20842005,vsc30141,Running,20,57134,2018-06-13 21:51:08,107977.0
ActiveJob,2018-06-14 11:58:31,30028140,vsc32099,Running,100,58094,2018-05-29 12:07:08,1439977.0
ActiveJob,2018-06-14 11:58:31,20841722,vsc30777,Running,96,61750,2018-06-14 07:08:04,79177.0
ActiveJob,2018-06-14 11:58:31,20841723,vsc30777,Running,96,61990,2018-06-14 07:12:04,79177.0
ActiveJob,2018-06-14 11:58:31,20839819,vsc30760,Running,20,62852,2018-06-08 23:26:26,539977.0
ActiveJob,2018-06-14 11:58:31,20839820,vsc30760,Running,20,63224,2018-06-08 23:32:38,539977.0
ActiveJob,2018-06-14 11:58:31,20841978,vsc32213,Running,80,67809,2018-06-14 06:49:05,86375.0
ActiveJob,2018-06-14 11:58:31,20841724,vsc30777,Running,96,68321,2018-06-14 08:57:35,79177.0
ActiveJob,2018-06-14 11:58:31,20841979,vsc32213,Running,80,70256,2018-06-14 07:29:52,86375.0
ActiveJob,2018-06-14 11:58:31,20841981,vsc32213,Running,80,73699,2018-06-14 08:27:15,86375.0
ActiveJob,2018-06-14 11:58:31,20842059,vsc31483,Running,20,78167,2018-06-14 09:41:41,86377.0
ActiveJob,2018-06-14 11:58:31,20842149,vsc32386,Running,20,78671,2018-06-14 09:50:05,86377.0
ActiveJob,2018-06-14 11:58:31,20842050,vsc31011,Running,60,78671,2018-06-14 09:50:05,86377.0
ActiveJob,2018-06-14 11:58:31,20840458,vsc32342,Running,20,79541,2018-06-11 10:04:35,345577.0
