category,time_stamp,job_id,user_id,state,procs,duration,datetime,derived
ActiveJob,2018-06-14 15:38:35,20842344,vsc32100,Running,1,345557,2018-06-14 15:38:14,345578.0
ActiveJob,2018-06-14 15:38:35,20841831,vsc32205,Running,40,587,2018-06-13 15:48:44,86378.0
ActiveJob,2018-06-14 15:38:35,20842237,vsc32397,Running,80,749,2018-06-14 13:51:26,7178.0
ActiveJob,2018-06-14 15:38:35,20842328,vsc31717,Running,40,2406,2018-06-14 15:19:03,3578.0
ActiveJob,2018-06-14 15:38:35,20841860,vsc31909,Running,20,3593,2018-06-13 16:39:50,86318.0
ActiveJob,2018-06-14 15:38:35,20840775,vsc32000,Running,20,5240,2018-06-11 17:06:17,259178.0
ActiveJob,2018-06-14 15:38:35,20842249,vsc31274,Running,20,6740,2018-06-14 13:03:44,16031.0
ActiveJob,2018-06-14 15:38:35,20842243,vsc31366,Running,160,6866,2018-06-14 15:33:23,7178.0
ActiveJob,2018-06-14 15:38:35,20842153,vsc32098,Running,1,9385,2018-06-14 10:15:22,28778.0
ActiveJob,2018-06-14 15:38:35,20842156,vsc32098,Running,1,9385,2018-06-14 10:15:22,28778.0
ActiveJob,2018-06-14 15:38:35,20841928,vsc31921,Running,20,10122,2018-06-13 18:27:39,86378.0
ActiveJob,2018-06-14 15:38:35,20842225,vsc30912,Running,80,12137,2018-06-14 15:01:14,14378.0
ActiveJob,2018-06-14 15:38:35,20841861,vsc31909,Running,20,16598,2018-06-13 20:16:35,86318.0
ActiveJob,2018-06-14 15:38:35,20842190,vsc31821,Running,20,20185,2018-06-14 11:15:22,35978.0
ActiveJob,2018-06-14 15:38:35,20842191,vsc31821,Running,20,20425,2018-06-14 11:19:22,35978.0
ActiveJob,2018-06-14 15:38:35,20841862,vsc31909,Running,20,21504,2018-06-13 21:38:21,86318.0
ActiveJob,2018-06-14 15:38:35,20842026,vsc31909,Running,20,25407,2018-06-13 22:43:24,86318.0
ActiveJob,2018-06-14 15:38:35,20842178,vsc31051,Running,2,30545,2018-06-14 14:08:02,35978.0
ActiveJob,2018-06-14 15:38:35,20841658,vsc32213,Running,80,31908,2018-06-14 00:30:47,86376.0
