category,time_stamp,job_id,user_id,state,procs,duration,datetime,derived
ActiveJob,2018-06-14 16:48:36,20842367,vsc30627,Running,20,5,2018-06-14 16:19:04,1777.0
ActiveJob,2018-06-14 16:48:36,20840775,vsc32000,Running,20,1038,2018-06-11 17:06:17,259177.0
ActiveJob,2018-06-14 16:48:36,20842249,vsc31274,Running,20,2538,2018-06-14 13:03:44,16030.0
ActiveJob,2018-06-14 16:48:36,20842355,vsc32267,Running,20,2652,2018-06-14 16:48:11,2677.0
ActiveJob,2018-06-14 16:48:36,20842243,vsc31366,Running,160,2664,2018-06-14 15:33:23,7177.0
ActiveJob,2018-06-14 16:48:36,20842380,vsc41276,Running,1,2998,2018-06-14 16:38:57,3577.0
ActiveJob,2018-06-14 16:48:36,20842225,vsc30912,Running,80,7935,2018-06-14 15:01:14,14377.0
ActiveJob,2018-06-14 16:48:36,20841861,vsc31909,Running,20,12396,2018-06-13 20:16:35,86317.0
ActiveJob,2018-06-14 16:48:36,20842190,vsc31821,Running,20,15983,2018-06-14 11:15:22,35977.0
ActiveJob,2018-06-14 16:48:36,20842191,vsc31821,Running,20,16223,2018-06-14 11:19:22,35977.0
ActiveJob,2018-06-14 16:48:36,20842354,vsc32371,Running,40,16284,2018-06-14 16:20:23,17977.0
ActiveJob,2018-06-14 16:48:36,20841862,vsc31909,Running,20,17302,2018-06-13 21:38:21,86317.0
ActiveJob,2018-06-14 16:48:36,20842026,vsc31909,Running,20,21205,2018-06-13 22:43:24,86317.0
ActiveJob,2018-06-14 16:48:36,20842331,vsc32384,Running,20,24873,2018-06-14 15:43:32,28777.0
ActiveJob,2018-06-14 16:48:36,20842178,vsc31051,Running,2,26343,2018-06-14 14:08:02,35977.0
ActiveJob,2018-06-14 16:48:36,20841658,vsc32213,Running,80,27706,2018-06-14 00:30:47,86375.0
ActiveJob,2018-06-14 16:48:36,20842033,vsc30760,Running,1,29502,2018-06-14 01:00:41,86377.0
ActiveJob,2018-06-14 16:48:36,20842032,vsc30760,Running,1,29502,2018-06-14 01:00:41,86377.0
ActiveJob,2018-06-14 16:48:36,20841659,vsc32213,Running,80,30618,2018-06-14 01:19:19,86375.0
ActiveJob,2018-06-14 16:48:36,20841035,vsc32255,Running,1,31710,2018-06-12 01:37:29,259177.0
ActiveJob,2018-06-14 16:48:36,20841661,vsc32213,Running,80,33607,2018-06-14 02:09:08,86375.0
ActiveJob,2018-06-14 16:48:36,20841667,vsc32213,Running,80,34268,2018-06-14 02:20:09,86375.0
ActiveJob,2018-06-14 16:48:36,20841668,vsc32213,Running,80,37497,2018-06-14 03:13:58,86375.0
ActiveJob,2018-06-14 16:48:36,20841670,vsc32213,Running,80,37539,2018-06-14 03:14:40,86375.0
ActiveJob,2018-06-14 16:48:36,20842005,vsc30141,Running,20,39729,2018-06-13 21:51:08,107977.0
ActiveJob,2018-06-14 16:48:36,30028140,vsc32099,Running,100,40689,2018-05-29 12:07:08,1439977.0
ActiveJob,2018-06-14 16:48:36,20839819,vsc30760,Running,20,45447,2018-06-08 23:26:26,539977.0
ActiveJob,2018-06-14 16:48:36,20839820,vsc30760,Running,20,45819,2018-06-08 23:32:38,539977.0
ActiveJob,2018-06-14 16:48:36,20841978,vsc32213,Running,80,50404,2018-06-14 06:49:05,86375.0
ActiveJob,2018-06-14 16:48:36,20841979,vsc32213,Running,80,52851,2018-06-14 07:29:52,86375.0
ActiveJob,2018-06-14 16:48:36,20841981,vsc32213,Running,80,56294,2018-06-14 08:27:15,86375.0
ActiveJob,2018-06-14 16:48:36,20842149,vsc32386,Running,20,61266,2018-06-14 09:50:05,86377.0
ActiveJob,2018-06-14 16:48:36,20842165,vsc32093,Running,180,61347,2018-06-14 13:51:26,71977.0
ActiveJob,2018-06-14 16:48:36,20842273,vsc31383,Running,20,61582,2018-06-14 13:55:21,71977.0
ActiveJob,2018-06-14 16:48:36,20840458,vsc32342,Running,20,62136,2018-06-11 10:04:35,345577.0
ActiveJob,2018-06-14 16:48:36,20840459,vsc32342,Running,20,62663,2018-06-11 10:13:22,345577.0
