category,time_stamp,job_id,user_id,state,procs,duration,datetime,derived
ActiveJob,2018-06-14 16:28:36,20842371,vsc32052,Running,20,259186,2018-06-14 16:28:44,259178.0
ActiveJob,2018-06-14 16:28:36,20841860,vsc31909,Running,20,592,2018-06-13 16:39:50,86318.0
ActiveJob,2018-06-14 16:28:36,20842367,vsc30627,Running,20,1206,2018-06-14 16:19:04,1778.0
ActiveJob,2018-06-14 16:28:36,20840775,vsc32000,Running,20,2239,2018-06-11 17:06:17,259178.0
ActiveJob,2018-06-14 16:28:36,20842249,vsc31274,Running,20,3739,2018-06-14 13:03:44,16031.0
ActiveJob,2018-06-14 16:28:36,20842243,vsc31366,Running,160,3865,2018-06-14 15:33:23,7178.0
ActiveJob,2018-06-14 16:28:36,20841928,vsc31921,Running,20,7121,2018-06-13 18:27:39,86378.0
ActiveJob,2018-06-14 16:28:36,20842225,vsc30912,Running,80,9136,2018-06-14 15:01:14,14378.0
ActiveJob,2018-06-14 16:28:36,20841861,vsc31909,Running,20,13597,2018-06-13 20:16:35,86318.0
ActiveJob,2018-06-14 16:28:36,20842190,vsc31821,Running,20,17184,2018-06-14 11:15:22,35978.0
ActiveJob,2018-06-14 16:28:36,20842191,vsc31821,Running,20,17424,2018-06-14 11:19:22,35978.0
ActiveJob,2018-06-14 16:28:36,20842354,vsc32371,Running,40,17485,2018-06-14 16:20:23,17978.0
ActiveJob,2018-06-14 16:28:36,20841862,vsc31909,Running,20,18503,2018-06-13 21:38:21,86318.0
ActiveJob,2018-06-14 16:28:36,20842026,vsc31909,Running,20,22406,2018-06-13 22:43:24,86318.0
ActiveJob,2018-06-14 16:28:36,20842331,vsc32384,Running,20,26074,2018-06-14 15:43:32,28778.0
ActiveJob,2018-06-14 16:28:36,20842178,vsc31051,Running,2,27544,2018-06-14 14:08:02,35978.0
ActiveJob,2018-06-14 16:28:36,20841658,vsc32213,Running,80,28907,2018-06-14 00:30:47,86376.0
ActiveJob,2018-06-14 16:28:36,20842033,vsc30760,Running,1,30703,2018-06-14 01:00:41,86378.0
ActiveJob,2018-06-14 16:28:36,20842032,vsc30760,Running,1,30703,2018-06-14 01:00:41,86378.0
ActiveJob,2018-06-14 16:28:36,20841659,vsc32213,Running,80,31819,2018-06-14 01:19:19,86376.0
ActiveJob,2018-06-14 16:28:36,20841035,vsc32255,Running,1,32911,2018-06-12 01:37:29,259178.0
ActiveJob,2018-06-14 16:28:36,20841661,vsc32213,Running,80,34808,2018-06-14 02:09:08,86376.0
ActiveJob,2018-06-14 16:28:36,20841667,vsc32213,Running,80,35469,2018-06-14 02:20:09,86376.0
ActiveJob,2018-06-14 16:28:36,20841668,vsc32213,Running,80,38698,2018-06-14 03:13:58,86376.0
ActiveJob,2018-06-14 16:28:36,20841670,vsc32213,Running,80,38740,2018-06-14 03:14:40,86376.0
ActiveJob,2018-06-14 16:28:36,20842005,vsc30141,Running,20,40930,2018-06-13 21:51:08,107978.0
ActiveJob,2018-06-14 16:28:36,30028140,vsc32099,Running,100,41890,2018-05-29 12:07:08,1439978.0
ActiveJob,2018-06-14 16:28:36,20839819,vsc30760,Running,20,46648,2018-06-08 23:26:26,539978.0
ActiveJob,2018-06-14 16:28:36,20839820,vsc30760,Running,20,47020,2018-06-08 23:32:38,539978.0
ActiveJob,2018-06-14 16:28:36,20841978,vsc32213,Running,80,51605,2018-06-14 06:49:05,86376.0
ActiveJob,2018-06-14 16:28:36,20841979,vsc32213,Running,80,54052,2018-06-14 07:29:52,86376.0
ActiveJob,2018-06-14 16:28:36,20841981,vsc32213,Running,80,57495,2018-06-14 08:27:15,86376.0
ActiveJob,2018-06-14 16:28:36,20842149,vsc32386,Running,20,62467,2018-06-14 09:50:05,86378.0
ActiveJob,2018-06-14 16:28:36,20842165,vsc32093,Running,180,62548,2018-06-14 13:51:26,71978.0
ActiveJob,2018-06-14 16:28:36,20842273,vsc31383,Running,20,62783,2018-06-14 13:55:21,71978.0
ActiveJob,2018-06-14 16:28:36,20840458,vsc32342,Running,20,63337,2018-06-11 10:04:35,345578.0
ActiveJob,2018-06-14 16:28:36,20840459,vsc32342,Running,20,63864,2018-06-11 10:13:22,345578.0
ActiveJob,2018-06-14 16:28:36,20842275,vsc31383,Running,20,64215,2018-06-14 14:19:13,71978.0
ActiveJob,2018-06-14 16:28:36,20841546,vsc30141,Running,80,64386,2018-06-13 18:22:04,143978.0
ActiveJob,2018-06-14 16:28:36,20842231,vsc32242,Running,1,64455,2018-06-14 14:19:13,72218.0
ActiveJob,2018-06-14 16:28:36,20840460,vsc32342,Running,20,64590,2018-06-11 10:25:28,345578.0
